fga,fg3a,fta,per,ts_pct,usg_pct,bpm,season,player,win_pct,votes_first,points_won,points_max,award_share,g,mp_per_g,pts_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,fg_pct,fg3_pct,ft_pct,ws,ws_per_48
6,0,2.9,18.6,0.522,10.5,4.5,2001-02,Ben Wallace,0.609756098,0,24,1260,0.019,80,36.5,7.6,13,1.4,1.7,3.5,0.531,0,0.423,11.6,0.19
19.5,6.3,7.8,22.3,0.57,29.3,5.9,2001-02,Paul Pierce,0.597560976,0,22,1260,0.017,82,40.3,26.1,6.9,3.2,1.9,1,0.442,0.404,0.809,12.9,0.187
17.3,1.4,5.5,23.8,0.536,26,6.8,2001-02,Kevin Garnett,0.609756098,0,17,1260,0.013,81,39.2,21.2,12.1,5.2,1.2,1.6,0.47,0.319,0.801,12.8,0.194
22.1,0.9,5.6,20.7,0.468,36,3.1,2001-02,Michael Jordan,0.451219512,0,16,1260,0.013,60,34.9,22.9,5.7,5.2,1.4,0.4,0.416,0.189,0.79,3.3,0.075
13.3,4.2,3.6,20.7,0.602,23,3.1,2001-02,Steve Nash,0.695121951,0,5,1260,0.004,82,34.6,17.9,3.1,7.7,0.6,0,0.483,0.455,0.887,9.9,0.167
17.4,3.9,7.6,19,0.518,32.3,1.5,2001-02,Jerry Stackhouse,0.609756098,0,3,1260,0.002,76,35.3,21.4,4.1,5.3,1,0.5,0.397,0.287,0.858,5.8,0.104
12.3,1.7,2.4,14.9,0.513,19.7,0.4,2001-02,Mike Bibby,0.743902439,0,1,1260,0.001,80,33.2,13.7,2.8,5,1.1,0.2,0.453,0.37,0.803,6.3,0.113
12.6,0,6.6,23.6,0.586,21.1,4.3,2001-02,Elton Brand,0.475609756,0,1,1260,0.001,80,37.8,18.2,11.6,2.4,1,2,0.527,0,0.742,13.6,0.216
15.9,4.4,4.5,19.3,0.592,23.2,3,2001-02,Peja Stojaković,0.743902439,0,1,1260,0.001,71,37.3,21.2,5.3,2.5,1.1,0.2,0.484,0.416,0.876,9.9,0.179
17.2,0.3,7.8,26.9,0.564,28,7.6,2002-03,Tim Duncan,0.731707317,60,962,1190,0.808,81,39.3,23.3,12.9,3.9,0.7,2.9,0.513,0.273,0.71,16.5,0.248
18.1,0.9,6.1,26.4,0.553,26.4,8.4,2002-03,Kevin Garnett,0.62195122,43,871,1190,0.732,82,40.5,23,13.4,6,1.4,1.6,0.502,0.282,0.751,15.6,0.225
23.5,4,8.7,26.2,0.55,32.9,7.1,2002-03,Kobe Bryant,0.609756098,8,496,1190,0.417,82,41.5,30,6.9,5.9,2.2,0.8,0.451,0.383,0.843,14.9,0.21
24.2,6,9.7,30.3,0.564,35.2,10.5,2002-03,Tracy McGrady,0.512195122,4,427,1190,0.359,75,39.4,32.1,6.5,5.5,1.7,0.8,0.457,0.386,0.793,16.1,0.262
18.1,0,10.8,29.5,0.602,30.2,6.5,2002-03,Shaquille O'Neal,0.609756098,3,126,1190,0.106,67,37.8,27.5,11.1,3.1,0.6,2.4,0.574,0,0.622,13.2,0.25
23.7,3.7,9,21.2,0.5,32.9,3.5,2002-03,Allen Iverson,0.585365854,0,83,1190,0.07,82,42.5,27.6,4.2,5.5,2.7,0.2,0.414,0.277,0.774,9.2,0.127
18.6,4.9,6.9,25.6,0.581,27.4,7.2,2002-03,Dirk Nowitzki,0.731707317,0,43,1190,0.036,80,39,25.1,9.9,3,1.4,1,0.463,0.379,0.881,16.1,0.249
6,0.1,2.6,17.2,0.486,10.2,3.9,2002-03,Ben Wallace,0.609756098,1,33,1190,0.028,73,39.4,6.9,15.4,1.6,1.4,3.2,0.481,0.167,0.45,10.6,0.176
15.6,4.6,5,22.2,0.526,25.9,6.6,2002-03,Jason Kidd,0.597560976,0,31,1190,0.026,80,37.4,18.7,6.3,8.9,2.2,0.3,0.414,0.341,0.841,11.3,0.182
21.4,0.3,5.3,20.9,0.485,30.4,3.5,2002-03,Chris Webber,0.719512195,0,19,1190,0.016,67,39.1,23,10.5,5.4,1.6,1.3,0.461,0.238,0.607,6.9,0.127
19.3,3.7,4.5,18,0.507,27.1,2.2,2002-03,Jamal Mashburn,0.573170732,0,1,1190,0.001,82,40.5,21.6,6.1,5.6,1,0.2,0.422,0.389,0.848,9,0.13
13.6,3.3,4.1,22.6,0.576,24.4,4.6,2002-03,Steve Nash,0.731707317,0,1,1190,0.001,82,33.1,17.7,2.9,7.3,1,0.1,0.465,0.413,0.909,11.6,0.206
20.2,4.9,9.5,22.7,0.532,33.2,4.9,2002-03,Paul Pierce,0.536585366,0,1,1190,0.001,79,39.2,25.9,7.3,4.4,1.8,0.8,0.416,0.302,0.802,10.1,0.157
19.6,0.5,5.7,29.4,0.547,29.6,10.2,2003-04,Kevin Garnett,0.707317073,120,1219,1230,0.991,82,39.4,24.2,13.9,5,1.5,2.2,0.499,0.256,0.791,18.3,0.272
17.1,0.2,8.5,27.1,0.534,29.7,8.5,2003-04,Tim Duncan,0.695121951,0,716,1230,0.582,69,36.6,22.3,12.4,3.1,0.9,2.7,0.501,0.167,0.599,13.1,0.249
17.9,0.2,5.9,21.1,0.489,30.2,2.4,2003-04,Jermaine O'Neal,0.743902439,2,523,1230,0.425,78,35.7,20.1,10,2.1,0.8,2.6,0.434,0.111,0.757,9,0.155
17.1,6.8,5.2,21.8,0.624,23.9,3.9,2003-04,Peja Stojaković,0.670731707,1,281,1230,0.228,81,40.3,24.2,6.3,2.1,1.3,0.2,0.48,0.433,0.927,13.5,0.198
18.1,3.3,8.2,23.7,0.551,29.1,5.6,2003-04,Kobe Bryant,0.682926829,0,212,1230,0.172,65,37.6,24,5.5,5.1,1.7,0.4,0.438,0.327,0.852,10.7,0.21
14.1,0,10.1,24.4,0.578,26.3,4.8,2003-04,Shaquille O'Neal,0.682926829,0,178,1230,0.145,67,36.8,21.5,11.5,2.9,0.5,2.5,0.584,0,0.49,9.9,0.192
9.2,0.1,3.6,17.3,0.441,15.3,3.5,2003-04,Ben Wallace,0.658536585,0,24,1230,0.02,81,37.7,9.5,12.4,1.7,1.8,3,0.421,0.125,0.49,10.2,0.16
14.3,4.4,3.7,19.7,0.485,24.6,4.7,2003-04,Jason Kidd,0.573170732,0,17,1230,0.014,67,36.6,15.5,6.4,9.2,1.8,0.2,0.384,0.321,0.827,7.2,0.141
18.9,2.7,5.8,18.3,0.488,28.2,1.7,2003-04,LeBron James,0.426829268,0,11,1230,0.009,79,39.5,20.9,5.5,5.9,1.6,0.7,0.417,0.29,0.754,5.1,0.078
15.7,2.3,4.1,22.8,0.566,27.2,4.4,2003-04,Sam Cassell,0.707317073,0,4,1230,0.003,81,35,19.8,3.3,7.3,1.3,0.2,0.488,0.398,0.873,12.1,0.205
20.9,8.7,5.3,20.7,0.492,30.1,5.2,2003-04,Baron Davis,0.5,0,4,1230,0.003,67,40.1,22.9,4.3,7.5,2.4,0.4,0.395,0.321,0.673,7.5,0.133
17,3.8,5.5,22.5,0.561,24.5,3.8,2003-04,Dirk Nowitzki,0.634146341,0,4,1230,0.003,77,37.9,21.8,8.7,2.7,1.2,1.4,0.462,0.341,0.877,11.5,0.19
11.9,2.6,6.4,22.6,0.559,21.9,7.9,2003-04,Andrei Kirilenko,0.512195122,0,2,1230,0.002,78,37.1,16.5,8.1,3.1,1.9,2.8,0.443,0.338,0.79,11.6,0.192
17.9,2.6,6.4,17.6,0.509,28.5,0,2003-04,Carmelo Anthony,0.524390244,0,1,1230,0.001,82,36.5,21,6.1,2.8,1.2,0.5,0.426,0.322,0.777,6.1,0.098
12.5,0,5.4,21.9,0.586,25.3,2.8,2003-04,Yao Ming,0.548780488,0,1,1230,0.001,82,32.8,17.5,9,1.5,0.3,1.9,0.522,0,0.809,11.4,0.202
17.5,4.4,5.4,19.9,0.544,26.3,2.5,2003-04,Michael Redd,0.5,0,1,1230,0.001,82,36.8,21.7,5,2.3,1,0.1,0.44,0.35,0.868,9.7,0.154
11.4,2.9,3.2,22,0.606,20.5,4.7,2004-05,Steve Nash,0.756097561,65,1066,1270,0.839,75,34.3,15.5,3.3,11.5,1,0.1,0.502,0.431,0.887,10.9,0.203
15,0,10.5,27,0.583,30.5,5.3,2004-05,Shaquille O'Neal,0.719512195,58,1032,1270,0.813,73,34.1,22.9,10.4,2.7,0.5,2.3,0.601,0,0.461,11,0.211
18.5,2.9,9.1,26.1,0.578,28.7,7.3,2004-05,Dirk Nowitzki,0.707317073,0,349,1270,0.275,78,38.7,26.1,9.7,3.1,1.2,1.5,0.459,0.399,0.869,15.6,0.248
15.8,0.1,6.9,27,0.54,28.9,7.6,2004-05,Tim Duncan,0.719512195,1,328,1270,0.258,66,33.4,20.3,11.1,2.7,0.7,2.6,0.496,0.333,0.67,11.2,0.245
24.2,4.5,10.5,23.2,0.532,35,4.2,2004-05,Allen Iverson,0.524390244,2,240,1270,0.189,75,42.3,30.7,4,7.9,2.4,0.1,0.424,0.308,0.835,9,0.136
21.1,3.9,8,25.7,0.554,29.7,8.6,2004-05,LeBron James,0.512195122,0,93,1270,0.073,80,42.4,27.2,7.4,7.2,2.2,0.7,0.472,0.351,0.75,14.3,0.203
21.3,5.6,7.1,22.9,0.526,31.2,6.7,2004-05,Tracy McGrady,0.62195122,0,44,1270,0.035,78,40.8,25.7,6.2,5.7,1.7,0.7,0.431,0.326,0.774,12,0.18
17.1,0.6,9.9,23.1,0.561,30.9,4.6,2004-05,Dwyane Wade,0.719512195,0,43,1270,0.034,77,38.6,24.1,5.2,6.8,1.6,1.1,0.478,0.289,0.762,11,0.177
16.7,0.2,9.9,26.6,0.617,28.3,4.4,2004-05,Amar'e Stoudemire,0.756097561,1,41,1270,0.032,80,36.1,26,8.9,1.6,1,1.6,0.559,0.188,0.733,14.6,0.243
19.2,7.1,5.5,20.9,0.555,28,4.1,2004-05,Ray Allen,0.634146341,0,41,1270,0.032,78,39.3,23.9,4.4,3.7,1.1,0.1,0.428,0.376,0.883,10.7,0.168
16.6,0.3,6.7,28.2,0.567,27.1,9.5,2004-05,Kevin Garnett,0.536585366,0,15,1270,0.012,82,38.1,22.2,13.5,5.7,1.5,1.4,0.502,0.24,0.811,16.1,0.248
19,7,8,21.3,0.565,27.3,4.2,2004-05,Gilbert Arenas,0.548780488,0,4,1270,0.003,80,40.9,25.5,4.7,5.1,1.7,0.3,0.431,0.365,0.814,11.5,0.169
20,4.1,6,22.9,0.541,31.6,6,2004-05,Vince Carter,0.5,0,3,1270,0.002,77,36.7,24.5,5.2,4.2,1.4,0.6,0.452,0.406,0.798,9.4,0.159
9.2,0,3,15.5,0.512,15.9,0.2,2004-05,P.J. Brown,0.219512195,0,1,1270,0.001,82,34.4,10.8,9,2.2,0.9,0.6,0.446,0,0.864,6.9,0.118
9.1,0.1,2.6,18,0.505,17.2,3.1,2004-05,Marcus Camby,0.597560976,0,1,1270,0.001,66,30.5,10.3,10,2.3,0.9,3,0.465,0,0.723,5.8,0.138
15.9,4.2,3.4,21.7,0.556,21.3,4.4,2004-05,Shawn Marion,0.756097561,0,1,1270,0.001,81,38.8,19.4,11.3,1.9,2,1.5,0.476,0.334,0.833,12.5,0.191
13.4,4.3,3.5,23.3,0.632,23.3,5,2005-06,Steve Nash,0.658536585,57,924,1250,0.739,79,35.4,18.8,4.2,10.5,0.8,0.2,0.512,0.439,0.921,12.4,0.212
23.1,4.8,10.3,28.1,0.568,33.6,9.1,2005-06,LeBron James,0.609756098,16,688,1250,0.55,79,42.5,31.4,7,6.6,1.6,0.8,0.48,0.335,0.738,16.3,0.232
19.3,3.3,7.4,28.1,0.589,30,8.1,2005-06,Dirk Nowitzki,0.731707317,14,544,1250,0.435,81,38.1,26.6,9,2.8,0.7,1,0.48,0.406,0.901,17.7,0.275
27.2,6.5,10.2,28,0.559,38.7,7.6,2005-06,Kobe Bryant,0.548780488,22,483,1250,0.386,80,41,35.4,5.3,4.5,1.8,0.4,0.45,0.347,0.85,15.3,0.224
12.5,5.2,6.4,23.4,0.602,22.9,6.2,2005-06,Chauncey Billups,0.780487805,15,430,1250,0.344,81,36.1,18.5,3.1,8.6,0.9,0.1,0.418,0.433,0.894,15.5,0.254
18.8,1,10.7,27.6,0.577,32.5,7.7,2005-06,Dwyane Wade,0.634146341,0,87,1250,0.07,75,38.6,27.2,5.7,6.7,1.9,0.8,0.495,0.171,0.783,14.4,0.239
18.2,0,7.2,26.5,0.58,27.7,6.7,2005-06,Elton Brand,0.573170732,1,50,1250,0.04,79,39.2,24.7,10,2.6,1,2.5,0.527,0.333,0.775,14.8,0.229
14.8,0.1,6.7,23.1,0.523,27.7,5,2005-06,Tim Duncan,0.768292683,0,33,1250,0.026,80,34.8,18.6,11,3.2,0.9,2,0.484,0.4,0.629,10.8,0.187
14.2,0.5,4.5,20.8,0.584,27.1,2.8,2005-06,Tony Parker,0.768292683,0,9,1250,0.007,80,33.9,18.9,3.3,5.8,1,0.1,0.548,0.306,0.707,9.6,0.169
25.3,3.1,11.5,25.9,0.543,35.8,4.8,2005-06,Allen Iverson,0.463414634,0,1,1250,0.001,72,43.1,33,3.2,7.4,1.9,0.1,0.447,0.323,0.814,10.6,0.165
16.9,3.6,3.7,23.6,0.591,22.3,4.8,2005-06,Shawn Marion,0.658536585,0,1,1250,0.001,81,40.3,21.8,11.8,1.8,2,1.7,0.525,0.331,0.809,14.6,0.214
17.2,2.2,7.1,27.6,0.605,28.9,8.3,2006-07,Dirk Nowitzki,0.817073171,83,1138,1290,0.882,78,36.2,24.6,8.9,3.4,0.7,0.8,0.502,0.416,0.904,16.3,0.278
12.8,4.5,3.3,23.8,0.654,22.9,5.9,2006-07,Steve Nash,0.743902439,44,1013,1290,0.785,76,35.3,18.6,3.5,11.6,0.8,0.1,0.532,0.455,0.899,12.6,0.225
22.8,5.2,10,26.1,0.58,33.6,5.9,2006-07,Kobe Bryant,0.512195122,2,521,1290,0.404,77,40.8,31.6,5.7,5.4,1.4,0.5,0.463,0.344,0.868,13,0.199
14.1,0.1,7.1,26.1,0.579,27.9,7,2006-07,Tim Duncan,0.707317073,0,286,1290,0.222,80,34.1,20,10.6,3.4,0.8,2.4,0.546,0.111,0.637,13,0.23
20.8,4,9,24.5,0.552,31,8.1,2006-07,LeBron James,0.609756098,0,183,1290,0.142,78,40.9,27.3,6.7,6,1.6,0.7,0.476,0.319,0.698,13.7,0.206
20.8,5.4,6.9,23.2,0.515,35,6.1,2006-07,Tracy McGrady,0.634146341,0,110,1290,0.085,71,35.8,24.6,5.3,6.5,1.3,0.5,0.431,0.331,0.707,8.6,0.163
15.9,0.5,8.6,22.6,0.577,26.7,2.7,2006-07,Chris Bosh,0.573170732,0,43,1290,0.033,69,38.5,22.6,10.7,2.5,0.6,1.3,0.496,0.343,0.785,9.6,0.174
20.9,7.9,9.7,24,0.565,31.4,4.7,2006-07,Gilbert Arenas,0.5,0,31,1290,0.024,74,39.8,28.4,4.6,6,1.9,0.2,0.418,0.351,0.844,10.8,0.177
15.6,0,5,24.1,0.588,26.5,4.6,2006-07,Carlos Boozer,0.62195122,0,7,1290,0.005,74,34.6,20.9,11.7,3,0.9,0.3,0.561,0,0.685,9.9,0.185
17.6,0.7,6.6,24.1,0.546,27.4,5.4,2006-07,Kevin Garnett,0.390243902,0,7,1290,0.005,76,39.4,22.4,12.8,4.1,1.2,1.7,0.476,0.214,0.835,10.7,0.171
11.6,4.5,6.2,21.3,0.591,21.5,4.7,2006-07,Chauncey Billups,0.646341463,0,4,1290,0.003,70,36.2,17,3.4,7.2,1.2,0.2,0.427,0.345,0.883,11.4,0.216
12,0,7.4,21.7,0.567,29.4,1.7,2006-07,Shaquille O'Neal,0.536585366,0,3,1290,0.002,40,28.4,17.3,7.4,2,0.2,1.4,0.591,0,0.422,2.8,0.119
18.9,1.5,10.5,28.9,0.583,34.7,8.2,2006-07,Dwyane Wade,0.536585366,0,3,1290,0.002,51,37.9,27.4,4.7,7.5,2.1,1.2,0.491,0.266,0.807,8.8,0.219
12.9,0,7.1,23.1,0.637,25.8,1.8,2006-07,Amar'e Stoudemire,0.743902439,0,2,1290,0.002,82,32.8,20.4,9.6,1,1,1.3,0.575,0,0.781,11.2,0.201
22.4,2.3,8.7,22.1,0.552,33.4,1.9,2006-07,Carmelo Anthony,0.548780488,0,1,1290,0.001,65,38.2,28.9,6,3.8,1.2,0.4,0.476,0.268,0.808,7.3,0.14
16.3,4.4,5.9,21,0.53,26.5,3.6,2006-07,Baron Davis,0.512195122,0,1,1290,0.001,63,35.3,20.1,4.4,8.1,2.1,0.5,0.439,0.304,0.745,6.4,0.139
14.2,0.5,4.5,21.4,0.572,27.4,3.1,2006-07,Tony Parker,0.707317073,0,1,1290,0.001,77,32.5,18.6,3.2,5.5,1.1,0.1,0.52,0.395,0.783,9.6,0.185
20.6,5.1,9,24.2,0.576,31.4,5.8,2007-08,Kobe Bryant,0.695121951,82,1100,1260,0.873,82,38.9,28.3,6.3,5.4,1.8,0.5,0.459,0.361,0.84,13.8,0.208
16.1,3.1,4.9,28.3,0.576,25.7,10.4,2007-08,Chris Paul,0.682926829,28,894,1260,0.71,80,37.6,21.1,4,11.6,2.7,0.1,0.488,0.369,0.851,17.8,0.284
13.9,0.2,4.7,25.3,0.588,25.5,8.2,2007-08,Kevin Garnett,0.804878049,15,670,1260,0.532,71,32.8,18.8,9.2,3.4,1.4,1.3,0.539,0,0.801,12.9,0.265
21.9,4.8,10.3,29.1,0.568,33.5,10.9,2007-08,LeBron James,0.548780488,1,438,1260,0.348,75,40.4,30,7.9,7.2,1.8,1.1,0.484,0.315,0.712,15.2,0.242
11.9,0,10.9,22.9,0.619,24.2,2.8,2007-08,Dwight Howard,0.634146341,0,60,1260,0.048,82,37.7,20.7,14.2,1.3,0.9,2.1,0.599,0,0.59,12.9,0.2
15.3,0.4,8.7,27.6,0.656,28.2,4.8,2007-08,Amar'e Stoudemire,0.670731707,0,27,1260,0.021,79,33.9,25.2,9.1,1.5,0.8,2.1,0.59,0.161,0.805,14.6,0.262
15.1,0.1,5.9,24.4,0.546,28.2,5.2,2007-08,Tim Duncan,0.682926829,0,25,1260,0.02,78,34,19.3,11.3,2.8,0.7,1.9,0.497,0,0.73,11.1,0.201
19.8,4.5,5.4,18.4,0.487,30.4,2.9,2007-08,Tracy McGrady,0.670731707,0,19,1260,0.015,66,37,21.6,5.1,5.9,1,0.5,0.419,0.292,0.684,5.8,0.115
11.9,4.7,3,21.1,0.641,22,3.9,2007-08,Steve Nash,0.670731707,0,18,1260,0.014,81,34.3,16.9,3.5,11.1,0.7,0.1,0.504,0.47,0.906,10.5,0.181
13.3,5.3,6,24.3,0.612,28.7,8.3,2007-08,Manu Ginóbili,0.682926829,0,9,1260,0.007,74,31.1,19.5,4.8,4.5,1.5,0.4,0.46,0.401,0.86,11.1,0.232
17.1,2.9,7.1,24.6,0.585,28.8,6.6,2007-08,Dirk Nowitzki,0.62195122,0,5,1260,0.004,77,36,23.6,8.6,3.5,0.7,0.9,0.479,0.359,0.879,12.9,0.223
13.6,2.6,5,20.8,0.595,23.1,3.8,2007-08,Deron Williams,0.658536585,0,4,1260,0.003,82,37.3,18.8,3,10.5,1.1,0.3,0.507,0.395,0.803,11.3,0.177
19.2,2.1,7.7,21.1,0.568,30.2,1.6,2007-08,Carmelo Anthony,0.609756098,0,3,1260,0.002,77,36.4,25.7,7.4,3.4,1.3,0.5,0.492,0.354,0.786,8.2,0.14
16,0,4.9,21.9,0.581,26.6,2.8,2007-08,Carlos Boozer,0.658536585,0,1,1260,0.001,81,34.9,21.1,10.4,2.9,1.2,0.5,0.547,0,0.738,10.2,0.173
17.9,4.5,5.5,20.3,0.525,25.9,1.7,2007-08,Antawn Jamison,0.524390244,0,1,1260,0.001,79,38.7,21.4,10.2,1.5,1.3,0.4,0.436,0.339,0.76,9.2,0.144
13.7,4.6,6.1,19.6,0.599,24.8,4.8,2007-08,Paul Pierce,0.804878049,0,1,1260,0.001,80,35.9,19.6,5.1,4.5,1.3,0.5,0.464,0.392,0.843,12.4,0.207
11.3,4.1,1.9,17.2,0.523,20.5,4.1,2007-08,Rasheed Wallace,0.719512195,0,1,1260,0.001,77,30.5,12.7,6.6,1.8,1.2,1.7,0.432,0.356,0.767,7.6,0.155
19.9,4.7,9.4,31.7,0.591,33.8,13.2,2008-09,LeBron James,0.804878049,109,1172,1210,0.969,81,37.7,28.4,7.6,7.2,1.7,1.1,0.489,0.344,0.78,20.3,0.318
20.9,4.1,6.9,24.4,0.561,32.2,5.9,2008-09,Kobe Bryant,0.792682927,2,698,1210,0.577,82,36.1,26.8,5.2,4.9,1.5,0.5,0.467,0.351,0.856,12.7,0.206
22,3.5,9.8,30.4,0.574,36.2,10.6,2008-09,Dwyane Wade,0.524390244,7,680,1210,0.562,79,38.6,30.2,5,7.5,2.2,1.3,0.491,0.317,0.765,14.7,0.232
12.4,0,10.7,25.4,0.6,26.1,4.5,2008-09,Dwight Howard,0.719512195,1,328,1210,0.271,79,35.7,20.6,13.8,1.4,1,2.9,0.572,0,0.594,13.8,0.234
16.1,2.3,6.7,30,0.599,27.5,11,2008-09,Chris Paul,0.597560976,2,192,1210,0.159,78,38.5,22.8,5.5,11,2.8,0.1,0.503,0.364,0.868,18.3,0.292
12.4,5,5.8,18.8,0.592,21.7,3.4,2008-09,Chauncey Billups,0.5,0,33,1210,0.027,79,35.3,17.7,3,6.4,1.2,0.2,0.418,0.408,0.913,10.1,0.174
14.6,3.8,6.8,17.7,0.582,25.4,3.1,2008-09,Paul Pierce,0.756097561,0,21,1210,0.017,81,37.5,20.5,5.6,3.6,1,0.3,0.457,0.391,0.83,10.3,0.164
17.5,0.9,5,23.4,0.556,31.7,3.6,2008-09,Tony Parker,0.658536585,0,9,1210,0.007,72,34.1,22,3.1,6.9,0.9,0.1,0.506,0.292,0.782,8.6,0.168
16.9,2.8,6.5,24,0.573,27.4,6.2,2008-09,Brandon Roy,0.658536585,0,7,1210,0.006,78,37.2,22.6,4.7,5.1,1.1,0.3,0.48,0.377,0.824,13.5,0.223
20,2.1,6.7,23.1,0.564,30.3,3.4,2008-09,Dirk Nowitzki,0.609756098,0,3,1210,0.002,81,37.7,25.9,8.4,2.4,0.8,0.8,0.479,0.359,0.89,10.9,0.171
14.8,0,6.4,24.4,0.549,28.5,5.4,2008-09,Tim Duncan,0.658536585,0,2,1210,0.002,75,33.7,19.3,10.7,3.5,0.5,1.7,0.504,0,0.692,10.1,0.191
13.4,0,5.7,22.7,0.618,26.2,3.1,2008-09,Yao Ming,0.646341463,0,1,1210,0.001,77,33.6,19.7,9.9,1.8,0.4,1.9,0.548,1,0.866,10.6,0.196
20.1,5.1,10.2,31.1,0.604,33.5,11.8,2009-10,LeBron James,0.743902439,116,1205,1230,0.98,76,39,29.7,7.3,8.6,1.6,1,0.503,0.333,0.767,18.5,0.299
20.3,4.3,10.2,26.2,0.607,32,7.1,2009-10,Kevin Durant,0.609756098,4,609,1230,0.495,82,39.5,30.1,7.6,2.8,1.4,1,0.476,0.365,0.9,16.1,0.238
21.5,4.1,7.4,21.9,0.545,32.3,4.1,2009-10,Kobe Bryant,0.695121951,0,599,1230,0.487,73,38.8,27,5.4,5,1.5,0.3,0.456,0.329,0.811,9.4,0.16
10.2,0.1,10,24,0.63,23.9,4.4,2009-10,Dwight Howard,0.719512195,3,478,1230,0.389,82,34.7,18.3,13.2,1.8,0.9,2.8,0.612,0,0.592,13.2,0.223
19.6,3.2,9.1,28,0.562,34.9,9.2,2009-10,Dwyane Wade,0.573170732,0,119,1230,0.097,77,36.3,26.6,4.8,6.5,1.8,1.1,0.476,0.3,0.761,13,0.224
21.8,2.7,8.9,22.2,0.548,33.4,2.3,2009-10,Carmelo Anthony,0.646341463,0,65,1230,0.053,69,38.2,28.2,6.6,3.2,1.3,0.4,0.458,0.316,0.83,7.9,0.145
18.5,1.5,7.2,22.9,0.578,28.8,4.2,2009-10,Dirk Nowitzki,0.670731707,0,55,1230,0.045,81,37.5,25,7.7,2.7,0.9,1,0.481,0.421,0.915,12.3,0.194
12.2,3.6,2.8,21.6,0.615,22.9,4.3,2009-10,Steve Nash,0.658536585,0,49,1230,0.04,81,32.8,16.5,3.3,11,0.5,0.1,0.507,0.426,0.938,9.9,0.178
13.9,3.4,5.5,20.6,0.574,23.8,3.8,2009-10,Deron Williams,0.646341463,0,7,1230,0.006,76,36.9,18.7,4,10.5,1.3,0.2,0.469,0.371,0.801,10.3,0.177
15.4,0.1,7.7,22.6,0.615,27.3,1,2009-10,Amar'e Stoudemire,0.658536585,0,5,1230,0.004,82,34.6,23.1,8.9,1,0.6,1,0.557,0.167,0.771,10.7,0.181
12,4.7,4.7,22.5,0.584,25.8,6.7,2009-10,Manu Ginóbili,0.609756098,0,3,1230,0.002,75,28.7,16.5,3.8,4.9,1.4,0.3,0.441,0.377,0.87,9.7,0.216
13.2,5.6,7,20.2,0.601,24.3,3.7,2009-10,Chauncey Billups,0.646341463,0,1,1230,0.001,73,34.1,19.5,3.1,5.6,1.1,0.1,0.418,0.386,0.91,9.5,0.182
16.5,0.3,8.4,25,0.592,28.7,3.6,2009-10,Chris Bosh,0.487804878,0,1,1230,0.001,70,36.1,24,10.8,2.4,0.6,1,0.518,0.364,0.797,9.6,0.182
17.5,4.9,5.4,15.6,0.518,27.5,0.4,2009-10,Stephen Jackson,0.5,0,1,1230,0.001,81,38.6,20.6,5,3.7,1.6,0.5,0.423,0.328,0.779,5,0.077
18.2,4.6,3.5,19.3,0.538,26.3,2.7,2009-10,Joe Johnson,0.646341463,0,1,1230,0.001,76,38,21.3,4.6,4.9,1.1,0.1,0.458,0.369,0.818,8.4,0.14
19.7,4.8,6.9,23.5,0.55,32.2,6.8,2010-11,Derrick Rose,0.756097561,113,1182,1210,0.977,81,37.4,25,4.1,7.7,1,0.6,0.445,0.332,0.858,13.1,0.208
13.4,0.1,11.7,26.1,0.616,27.2,5.3,2010-11,Dwight Howard,0.634146341,3,643,1210,0.531,78,37.6,22.9,14.1,1.4,1.4,2.4,0.593,0,0.596,14.4,0.235
18.8,3.5,8.4,27.3,0.594,31.5,8.1,2010-11,LeBron James,0.707317073,4,522,1210,0.431,79,38.8,26.7,7.5,7,1.6,0.6,0.51,0.33,0.759,15.6,0.244
20,4.3,7.1,23.9,0.548,35.1,5.2,2010-11,Kobe Bryant,0.695121951,1,428,1210,0.354,82,33.9,25.3,5.1,4.7,1.2,0.1,0.451,0.323,0.828,10.3,0.178
19.7,5.3,8.7,23.6,0.589,30.6,4.9,2010-11,Kevin Durant,0.670731707,0,190,1210,0.157,78,38.9,27.7,6.8,2.7,1.1,1,0.462,0.35,0.88,12,0.189
16.2,2.3,6.1,23.4,0.612,28.2,5.1,2010-11,Dirk Nowitzki,0.695121951,0,113,1210,0.093,73,34.3,23,7,2.6,0.5,0.6,0.517,0.393,0.892,11.1,0.213
18.2,2.7,8.6,25.6,0.581,31.6,6.6,2010-11,Dwyane Wade,0.707317073,0,24,1210,0.02,76,37.1,25.5,6.4,4.6,1.5,1.1,0.5,0.306,0.758,12.8,0.218
12.7,5.5,5.1,21.7,0.581,26,5.4,2010-11,Manu Ginóbili,0.743902439,0,20,1210,0.017,80,30.3,17.4,3.7,4.9,1.5,0.4,0.433,0.349,0.871,9.9,0.195
19,0.3,7.7,22.7,0.565,30.9,1.4,2010-11,Amar'e Stoudemire,0.512195122,0,9,1210,0.007,78,36.8,25.3,8.2,2.6,0.9,1.9,0.502,0.435,0.792,8,0.134
16.8,0.3,8.5,21.9,0.549,27.3,2.6,2010-11,Blake Griffin,0.390243902,0,5,1210,0.004,82,38,22.5,12.1,3.8,0.8,0.5,0.506,0.292,0.642,9.8,0.152
